,,lakat|VB,han|DT,lagas|MDFR,,kaon|VB,,ni|DT,mana|NN,,,hiya|PNN,maaram|MDFR,nga|LNKR,asya|MDFR,ngayan|NTRG,adto|PNN,an|DT,mag|DT,papabag-o|VB,han|DT,iya|PNN,kinabuhi|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pagbalik|NN,han|DT,iya|PNN,asawa|NN,tikang|MDFR,ha|DT,bukid|NN,nakit-an|VB,niya|PNN,hi|DT,mana|NN,lydia|NN,nag|DT,kikinaon|VB,nah|IJTN,an|DT,siwo|NN,nga|LNKR,buhi|MDFR,didto|PSTN,han|DT,sirong|MDFR,han|DT,ira|PNN,balay|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pakakita|NN,han|DT,iya|PNN,asawa|NN,,kay|CJTN,ano|PNN,niya|PNN,,kakaon|VB,,siwo|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an|DT,baton|VB,la|CLTC,niya|PNN,,ako|PNN,maaram|MDFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pira|MDFR,ka|PNN,adlaw|NN,an|DT,,labay|VB,pati|MDFR,bata|NN,iya|PNN,na|RP,,iintrimisan|MDFR,nga|LNKR,baga|MDFR,na|RP,niya|PNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hine|RP,nga|LNKR,iya|PNN,,bag-o|MDFR,,,hiya|PNN,han|DT,iya|PNN,asawa|NN,nayakan|VB,man|CLTC,an|DT,iya|PNN,asawa|NN,,,,,,iiwason|VB,babayaan|VB,ko|PNN,ikaw|PNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pero|CJTN,pira|MDFR,ka|PNN,adlaw|NN,nga|LNKR,naglabay|NN,waray|MDFR,,,hiya|PNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salit|CJTN,,bayaan|VB,hiya|PNN,han|DT,iya|PNN,asawa|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
han|DT,pag|DT,baya|VB,han|DT,iya|PNN,asawa|NN,ha|DT,iya|PNN,mas|MDFR,nagiging|mdfr,malain|MDFR,an|DT,batasan|MDFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,na|RP,hiya|PNN,han|DT,tawo|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasta|MDFR,yana|NN,ada|IJTN,,,hi|DT,mana|NN,,ha|DT,tarangnan|NN,nag|DT,lilibot|VB,libot|VB,,pa|CLTC,hiya|PNN,namamatay|VB,kay|CJTN,,pa|CLTC,niya|PNN,napapasa|VB,an|DT,pagiging|MDFR,aswang|NN,niya|PNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an|DT,anak|NN,han|DT,kahoynon|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ini|PNN,han|DT,mga|MDFR,tawo|NN,nga|LNKR,mag-asawa|NN,",|?",kay|CJTN,an|DT,mga|MDFR,kabataan|NN,",|?",nauusa|MDFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,kay|CJTN,ano|PNN,kadidismayo|VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
han|DT,,,nabisita|VB,na|RP,an|DT,iya|PNN,intra|NN,nga|LNKR,diri|MDFR,sugad|VB,ha|DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nadidismayo|VB,hiya|PNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diri|MDFR,man|CLTC,hira|PNN,nakita|VB,pero|CJTN,nasumatan|VB,hira|PNN,han|DT,kuan|IJTN,",|?",nga|LNKR,may|MDFR,‘|?,,,gin-uusa|VB,nga|LNKR,lalaki|NN,",|?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nga|LNKR,napakada|VB,ngani|CJTN,",|?",,’|?,nga|LNKR,asawa|NN,waray|MDFR,,",|?",adto|PNN,ha|DT,dagat|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
napakada|VB,ngani|CJTN,,nga|LNKR,tawo|NN,",|?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nalilinop|VB,,’|?,iya|PNN,asawa|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amo|MDFR,,nga|LNKR,nauusa|VB,an|DT,mga|MDFR,tawo|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diri|MDFR,hira|PNN,nakakakita|VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an|DT,nakuan|VB,la|CLTC,",|?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an|DT,karigumok|VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nausa|VB,hira|PNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
may|MDFR,gud|CLTC,tawo|NN,,han|DT,balay|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaiha-iha|VB,ano|PNN,",|?",nag-anak|VB,hira|PNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
busag|NN,nga|LNKR,tanan|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,hira|PNN,",|?",mag-itom-itom|MDFR,",|?",makaradlok|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an|DT,mga|MDFR,itsura|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pero|CJTN,an|DT,anak|NN,",|?",mabusag|MDFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,asus|IJTN,!|?,angay|MDFR,amo|MDFR,adto|PNN,",|?",nadidismayo|VB,an|DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naghihilawas|VB,hira|PNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nadidismayo|VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amo|MDFR,,",|?",pagkasunod|VB,nga|LNKR,kuan|IJTN,",|?",mag-anak|VB,liwat|CLTC,,lalaki|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pareho|MDFR,man|CLTC,ha|DT,ira|PNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalaki|NN,",|?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,",|?",diri|MDFR,mabusag|MDFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalaki|NN,an|DT,mabusag-busag|MDFR,kay|CJTN,adto|PNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
susupo|MDFR,ha|DT,ira|PNN,",|?",ha|DT,dagko|MDFR,nga|LNKR,tawo|NN,nga|LNKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ngani|CJTN,",|?",pareho|MDFR,ha|DT,,",|?",magraksot|MDFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pero|CJTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an|DT,mga|MDFR,lalaki|NN,",|?",magbusag-busag|MDFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",|?",nag-anak|VB,,hira|PNN,,duha|NMBR,nga|LNKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,",|?",nga|LNKR,,’|?,tatay|NN,",|?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
makaradlok|MDFR,man|CLTC,,’|?,,",|?",,",|?",pero|CJTN,an|DT,mga|MDFR,anak|NN,",|?",,man|CLTC,tikang|MDFR,ha|DT,kuan|IJTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasta|MDFR,ngadi|PNN,ha|DT,igbaw|MDFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diri|MDFR,man|CLTC,amerikano|NN,kay|CJTN,lain|MDFR,man|CLTC,an|DT,,han|DT,,",|?",hasta|MDFR,,’|?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paggios|VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an|DT,ira|PNN,nauusahan|VB,",|?",gin-oobserbahan|VB,han|DT,mga|MDFR,tawo|NN,",|?",maupay|MDFR,kumita|VB,,gab-i|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
han|DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daragkopay|VB,",|?",han|DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mapaso-paso|MDFR,ngani|CJTN,,,",|?",nasiring|VB,,",|?",baga|MDFR,,nakita|VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tuhay|MDFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amo|MDFR,",|?",damo|MDFR,an|DT,napakada|VB,hadto|PNN,nga|LNKR,,ngan|CJTN,,",|?",gin-oobserbahan|VB,,hiya|PNN,kay|CJTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nababantog|VB,na|RP,nga|LNKR,,,itom|MDFR,",|?",ngan|CJTN,,,nag-obserbar|VB,an|DT,mga|MDFR,kuan|IJTN,,kay|CJTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nasumatan|VB,nga|LNKR,ada|IJTN,ha|DT,huron|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalaki|NN,",|?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,gab-i|NN,",|?",bulig|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biling-biling|VB,",|?",kalalaksi|VB,dumalagan|VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diri|MDFR,man|CLTC,nagpapamalagpak|VB,,gab-i|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,adlaw|NN,kuno|CLTC,",|?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nasiring|VB,,’|?,kamot|NN,",|?",baga|MDFR,ginsisilawan|VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",|?",may|MDFR,nagresearch|VB,,nga|LNKR,mga|MDFR,maestra|NN,nga|LNKR,tikang|MDFR,ha|DT,tacloban|NN,kay|CJTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nasumatan|VB,nga|LNKR,",|?",pakadto|VB,daw|MDFR,kuno|CLTC,kamo|PNN,,tinuod|VB,ba|CLTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ginkita|VB,la|CLTC,nira|PNN,an|DT,mga|MDFR,anak|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gintawag|VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nira|PNN,nga|LNKR,",|?",sus|IJTN,",|?",kuan|IJTN,ini|PNN,",|?",,,’|?,ngaran|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nakilala|VB,ka|PNN,,’|?,albino|NN,?|?,,kuno|CLTC,,’|?,ngaran|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",|?",basta|IJTN,",|?",,,",|?",diri|MDFR,",|?",anak|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuno|CLTC,,,engkanto|NN,",|?",baga|MDFR,inheritance|FW,kuno|CLTC,,,hadto|PNN,pa|CLTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diri|MDFR,kuno|CLTC,,kanan|PNN,dagko|MDFR,nga|LNKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tawo|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nasiring|VB,hira|PNN,",|?",kay|CJTN,,lalaki|NN,",|?",pati|MDFR,kuno|CLTC,,,’|?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kay|CJTN,may|MDFR,’|?,,man|CLTC,baga|MDFR,",|?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nga|LNKR,nakikit-an|VB,nga|LNKR,baga|MDFR,,’|?,kuan|IJTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ini|PNN,puro|NN,man|CLTC,lalaki|NN,,’|?,,busag|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hi|DT,,ngan|CJTN,,usa|NMBR,",|?",amo|MDFR,,nga|LNKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
‘|?,,gad|CLTC,han|DT,kabataan|NN,pa|CLTC,,kay|CJTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magbusag|MDFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta|PNN,",|?",kay|CJTN,nagkuan|VB,ha|DT,mga|MDFR,kagurangan|NN,",|?",nagtap-ong|VB,ha|DT,mga|MDFR,salog|NN,",|?",baga|MDFR,untidy|FW,hira|PNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nga|LNKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pero|CJTN,han|DT,mga|MDFR,kabataan|NN,pa|CLTC,,hira|PNN,",|?",,man|CLTC,an|DT,ginngaran|VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
may|MDFR,‘|?,,man|CLTC,hadto|PNN,igintreat|VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nga|LNKR,ngaran|NN,",|?",an|DT,mga|MDFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",|?",amo|MDFR,,",|?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,daw|MDFR,,,’|?,encyclopedia|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ano|PNN,ba|CLTC,,’|?,kuan|IJTN,",|?",kay|CJTN,baga|MDFR,nasiring|VB,hira|PNN,nga|LNKR,diri|MDFR,,kanan|PNN,dagko|MDFR,nga|LNKR,tawo|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natuod|VB,na|RP,la|CLTC,kuno|CLTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kami|PNN,kay|CJTN,nakakaribok|VB,ini|PNN,dinhi|PNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amo|MDFR,la|CLTC,,an|DT,baga|MDFR,urusahon|MDFR,,ha|DT,olot|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,test|FW,of|FW,faith|FW,/|?,an|DT,pagpruyba|VB,han|DT,pagtu-o|VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magkaada|VB,ka|PNN,kunta|CLTC,,maupay|MDFR,nga|LNKR,gab-i|NN,",|?",pastor|NN,",|?",nagyakan|VB,an|DT,usa|NMBR,nga|LNKR,miyembro|NN,han|DT,kongregasyon|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oo|MDFR,gad|CLTC,",|?",baton|VB,ni|DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tapos|MDFR,nagbusa|VB,,mahinay|MDFR,la|CLTC,an|DT,boses|NN,",|?",nagdugang|VB,hiya|PNN,naglalaum|VB,,pakigkita|VB,iyo|PNN,,,domingo|NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
